Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Target
0,1,0,0,20,6,12.33333333,6,12.33333333,Graduate
1,1,0,1,19,4,11,0,0,Dropout
0,1,0,1,19,11,13.18181818,11,12.90909091,Graduate
1,0,0,1,18,1,11,0,0,Dropout
1,1,0,1,19,6,11.83333333,6,12.28571429,Graduate
0,1,0,1,20,8,12.98125,8,12.98125,Graduate
0,1,0,0,21,6,11.33333333,5,11.2,Graduate
0,1,0,0,21,6,11.68,6,11.68,Graduate
0,1,0,0,20,6,14.5,6,13.5,Graduate
0,1,0,0,19,7,13.14285714,7,12.85714286,Graduate
0,0,0,0,21,2,11.5,2,10.5,Dropout
0,1,0,0,18,5,14.2,5,11.8,Graduate
0,1,0,1,19,5,11.66666667,5,12.2,Graduate
0,1,0,0,18,7,13.175,8,14.875,Graduate
0,1,0,1,19,7,13.31428571,7,13.31428571,Graduate
0,1,0,1,18,3,10.6,3,10.5,Graduate
0,1,0,1,18,4,12,4,10.75,Enrolled
0,1,0,0,18,6,13.42857143,6,14.14285714,Graduate
0,1,0,1,18,4,13.25,5,15.57142857,Graduate
0,1,0,0,18,2,13,0,0,Dropout
0,1,0,1,18,6,14.33333333,6,14,Enrolled
0,1,0,0,18,0,0,0,0,Dropout
0,1,0,0,18,6,14,6,13.16666667,Graduate
0,1,0,1,20,2,12,6,12.83333333,Graduate
0,1,0,0,18,5,12.33333333,5,10.6,Enrolled
0,1,0,0,18,5,11.8,5,10.4,Graduate
0,1,0,1,20,7,12.79142857,7,12.79142857,Graduate
0,1,0,0,40,8,11.625,5,11.2,Graduate
0,1,0,1,18,6,11.99444444,7,12.43142857,Graduate
0,1,0,0,19,5,11.6,5,12.2,Graduate
0,1,0,0,24,0,0,0,0,Dropout
0,1,0,0,19,6,13.16666667,6,13.16666667,Dropout
0,1,0,0,19,7,14.1,7,14.1,Graduate
0,1,0,1,20,6,12.39666667,7,12.94285714,Graduate
0,1,0,0,18,7,15.01428571,8,16.0875,Graduate
0,1,0,1,18,0,0,0,0,Graduate
0,1,0,0,19,7,14.05,8,15.1,Graduate
0,1,0,0,18,7,14.85,8,15.2,Dropout
0,1,0,0,19,6,13,5,13,Graduate
0,1,0,1,19,7,14.7875,8,15.8625,Graduate
0,1,0,1,19,7,13.7,7,14.67142857,Graduate
0,1,0,1,19,7,12.49571429,7,12.24285714,Dropout
0,1,0,0,19,6,14.56666667,6,14.56666667,Graduate
1,0,0,0,25,5,11.2,4,11.25,Dropout
0,1,0,0,20,7,12.68571429,7,12.68571429,Graduate
1,0,0,0,23,7,13.57142857,4,13.25,Dropout
0,1,0,0,20,0,0,0,0,Dropout
0,1,0,0,27,5,11,6,11.16666667,Graduate
0,1,0,0,18,8,14.445,8,14.445,Graduate
1,1,0,0,18,5,13.6,4,11.75,Enrolled
1,0,0,0,23,11,14,8,14.625,Dropout
0,1,0,1,19,6,13.41666667,6,13.41666667,Graduate
0,1,0,0,18,5,12.33333333,5,11.4,Graduate
0,1,0,0,20,7,13.1,8,14.8125,Graduate
0,1,0,0,18,4,13.2,5,12.8,Graduate
0,1,0,1,19,8,14.75,8,14.75,Graduate
0,1,0,1,19,6,13.14285714,6,14.33333333,Graduate
0,1,0,0,19,4,12.5,5,12.5,Enrolled
0,1,0,0,18,4,13.75,5,14.85714286,Graduate
0,1,0,0,18,5,12.4,6,13,Graduate
0,1,0,0,18,6,13.33333333,6,12,Graduate
0,0,0,0,28,11,11.72727273,8,12,Dropout
0,1,0,0,19,4,12.5,1,14,Dropout
1,1,0,0,20,0,0,0,0,Dropout
0,1,0,1,19,6,13.53333333,7,13.61428571,Graduate
0,1,0,1,20,6,13.16666667,6,12.66666667,Graduate
0,1,0,1,19,5,13.2,5,11,Graduate
0,1,0,0,21,5,12.2,4,12.6,Enrolled
0,1,0,1,19,7,13.42857143,7,14.85714286,Graduate
0,1,0,1,18,6,12.71428571,6,12.625,Graduate
0,1,0,0,19,0,0,0,0,Dropout
0,1,0,1,19,6,13.66666667,6,13.66666667,Graduate
1,1,0,0,20,5,11,6,13.16666667,Graduate
0,1,0,0,18,5,11.4,6,13.33333333,Enrolled
0,1,0,0,18,0,0,0,0,Enrolled
0,1,0,0,18,4,12,5,12,Graduate
0,1,0,0,18,0,0,0,0,Dropout
0,1,0,0,18,5,11,6,11.66666667,Graduate
0,1,0,0,20,5,12,6,11.57142857,Dropout
0,1,0,1,19,7,13.30857143,8,12.55,Graduate
1,0,0,0,21,3,13.66666667,3,10.66666667,Dropout
1,0,0,0,20,0,0,0,0,Dropout
0,1,0,0,18,5,12.2,4,11.25,Graduate
0,1,0,1,20,6,12.66666667,6,12.83333333,Graduate
0,1,0,1,19,8,14.07125,8,14.07125,Graduate
0,1,0,0,22,4,14.25,5,13.2,Dropout
0,0,0,0,22,0,0,0,0,Dropout
0,1,0,0,18,3,12,4,10.25,Enrolled
0,1,0,0,21,6,11.16666667,7,10.57142857,Enrolled
0,1,0,0,19,2,13,5,11.6,Graduate
0,1,0,0,19,0,0,0,0,Dropout
0,1,0,1,20,7,14.90142857,7,14.90142857,Dropout
1,1,0,1,18,7,12.65,8,12.44555556,Graduate
0,0,0,0,22,7,11,5,10.6,Dropout
0,1,0,0,20,4,12.4,5,12.66666667,Graduate
0,1,0,0,19,6,12,6,12.66666667,Graduate
0,1,0,1,19,7,12.13571429,7,13.32857143,Graduate
0,1,0,1,20,5,12.62,6,12.5,Enrolled
0,1,0,0,25,3,10.66666667,3,11.33333333,Enrolled
0,1,0,1,19,6,13.76666667,7,14.05142857,Graduate
0,1,0,0,19,8,13.11625,8,13.11625,Graduate
0,0,0,0,19,0,0,0,0,Dropout
0,1,0,0,20,6,12.7,7,13.57142857,Graduate
0,1,0,0,25,7,11.85714286,5,11.7,Enrolled
0,1,0,1,20,6,12.33333333,6,12.33333333,Graduate
0,1,0,0,24,4,15.75,5,16.4,Enrolled
0,1,0,0,20,5,13.33333333,5,13.2,Graduate
0,1,0,0,21,7,14.35555556,8,13.49375,Graduate
1,1,0,1,19,6,13,5,13,Graduate
0,1,0,1,19,6,12.83333333,6,13.5,Graduate
0,1,0,1,21,5,13.2,4,13,Graduate
0,1,0,0,28,7,17.00555556,8,16.58222222,Graduate
1,0,0,1,19,5,10.6,5,11,Graduate
0,1,0,1,18,5,14,5,13.6,Graduate
0,1,0,1,18,7,12.11428571,7,12.11428571,Graduate
0,1,0,1,18,8,13.05875,8,13.05875,Graduate
0,1,0,0,22,7,13.28571429,7,13.28571429,Graduate
0,1,0,0,19,4,11,3,10.66666667,Enrolled
0,1,0,1,18,7,14.07142857,8,15.1625,Graduate
0,0,0,0,20,0,0,0,0,Dropout
0,0,0,0,26,4,11.25,3,11,Dropout
0,1,0,1,18,6,14,6,13.625,Graduate
0,1,0,1,21,6,12.16666667,3,11.66666667,Dropout
0,1,0,0,18,7,13.29714286,7,13.29714286,Graduate
0,1,0,0,20,6,13.92307692,6,14.25,Graduate
0,1,0,0,18,7,13.37,7,12.83333333,Graduate
0,1,0,1,19,5,12.4,3,11,Enrolled
0,1,0,0,20,4,15,4,13.75,Dropout
1,1,0,1,18,6,13.33333333,6,12.57142857,Graduate
0,1,0,1,20,3,12,4,12.625,Enrolled
0,1,0,0,22,5,13.4,5,12.2,Graduate
0,1,0,0,18,0,0,0,0,Enrolled
0,1,0,0,21,4,11.5,5,11.4,Graduate
0,1,0,0,18,6,12,6,12.16666667,Enrolled
0,1,0,0,18,7,13.48571429,7,13.48571429,Graduate
0,1,0,1,18,6,12,6,11.28571429,Graduate
0,1,0,0,19,0,0,0,0,Dropout
0,1,0,0,19,3,10.33333333,3,14.42857143,Enrolled
0,1,0,0,19,5,12.94,5,13.76,Enrolled
0,1,0,0,19,7,13.25857143,7,13.25857143,Graduate
0,1,0,0,19,4,12.25,4,12,Enrolled
0,0,0,0,19,3,11.66666667,1,10,Dropout
0,1,0,1,21,6,13.57142857,6,12.5,Graduate
0,1,0,1,20,5,11.8,5,11.83333333,Graduate
0,1,0,1,20,5,14.2,5,13.28571429,Graduate
0,1,0,0,41,5,11,5,11.8,Graduate
0,1,0,0,32,4,13.625,7,12.6375,Enrolled
0,1,0,0,18,7,14.65285714,7,14.65285714,Graduate
0,1,0,1,35,6,11.33333333,6,11.33333333,Graduate
1,0,0,0,32,4,13.7,0,0,Dropout
0,1,0,0,37,11,13.72727273,8,14.75,Graduate
0,1,0,0,30,7,11.75,7,11.14285714,Dropout
0,1,1,0,23,6,12.33333333,5,13,Graduate
0,1,0,1,20,6,14,6,13.85714286,Dropout
0,1,1,0,21,4,11.5,4,11.75,Graduate
0,1,1,0,19,5,11.2,5,13.2,Graduate
0,1,1,1,18,7,15.07,7,15.07,Graduate
0,1,1,0,18,1,10,1,12,Dropout
0,1,1,0,24,4,12,5,12.66666667,Enrolled
0,1,1,0,22,4,13,4,12.6,Graduate
0,1,1,0,18,4,11,3,11.25,Dropout
0,1,0,0,18,6,13.57142857,5,12.16666667,Graduate
0,1,1,0,21,5,14.6,5,14.2,Graduate
1,1,0,0,38,3,11.83333333,2,10,Dropout
0,1,0,1,19,7,12.625,8,12.5125,Graduate
0,1,0,0,36,4,11.5,3,12.33333333,Dropout
0,1,0,0,18,4,13.25,4,10.5,Graduate
0,1,0,0,19,7,12.60625,6,11.9,Graduate
1,0,0,0,21,8,13.75,5,13.2,Dropout
0,1,0,0,19,6,13.59833333,6,11.93333333,Enrolled
0,1,0,1,18,5,11.14285714,6,12.28571429,Graduate
0,1,0,0,45,11,12.7,10,12.96818182,Enrolled
0,1,0,0,20,1,10,1,11,Dropout
1,1,0,0,18,6,11.66666667,4,11.5,Graduate
0,1,0,1,18,6,14,6,13.14285714,Graduate
0,1,0,0,25,0,0,0,0,Dropout
0,1,0,0,19,7,12.04142857,7,12.04142857,Graduate
0,1,0,1,18,0,0,0,0,Graduate
0,1,0,0,39,13,13.76923077,12,14.58333333,Graduate
0,1,0,0,29,18,15.44444444,13,15.30769231,Graduate
0,1,0,0,18,6,11.5,7,12.71428571,Enrolled
0,0,0,0,23,2,10,0,0,Dropout
0,1,0,0,21,4,12.25,3,10.33333333,Dropout
0,0,0,0,18,6,14.5,6,15.16666667,Graduate
0,1,0,0,23,6,15.57142857,6,16.375,Graduate
0,1,0,0,18,6,15.57142857,6,14.71428571,Graduate
0,1,0,0,32,5,13.8,6,12.16666667,Graduate
1,0,0,0,29,3,10.66666667,2,14.8,Dropout
1,1,0,1,20,5,11.6,4,11.75,Graduate
0,0,0,0,28,1,13,0,0,Dropout
0,1,0,0,27,3,12,4,13.625,Graduate
1,1,0,0,22,12,12.33333333,12,12.33333333,Graduate
1,1,0,0,37,6,12.875,6,12.9,Enrolled
0,0,0,0,28,1,11,0,0,Dropout
1,0,0,0,43,4,12.25,4,10.5,Dropout
0,0,0,0,32,0,0,0,0,Dropout
0,1,0,1,20,4,10.75,5,11.5,Enrolled
0,1,0,1,35,8,13.63,8,13.63,Graduate
0,1,0,0,21,3,13,4,11.5,Graduate
0,1,0,1,18,6,13.53333333,7,12.22857143,Enrolled
0,1,0,1,18,7,16.9,8,16.37777778,Graduate
0,1,0,0,18,5,12,4,12,Graduate
0,1,0,0,22,6,12.5,6,13.28571429,Graduate
0,1,0,0,19,7,12.76428571,7,12.76428571,Graduate
0,1,0,1,18,5,13.75,5,12.16666667,Graduate
1,1,0,0,19,0,0,0,0,Dropout
0,1,0,1,18,7,14.60428571,8,15.68333333,Graduate
1,0,0,0,31,0,0,0,0,Dropout
1,1,0,1,33,5,13.83333333,6,12.5,Graduate
0,1,0,1,19,8,13.57625,8,13.57625,Graduate
0,1,0,1,18,6,15.14285714,6,15.83333333,Graduate
0,1,0,0,23,3,10.66666667,5,11.6,Graduate
0,1,0,0,20,5,11.2,6,12,Graduate
0,1,0,0,18,8,13.76375,8,13.76375,Graduate
1,1,0,0,21,8,13.25,5,12.2,Enrolled
0,1,0,1,22,5,10.71428571,5,12.2,Graduate
1,1,0,0,20,6,12.16666667,6,11.66666667,Graduate
0,1,0,0,23,6,14.35714286,6,14.35714286,Graduate
0,1,0,0,19,6,12.83333333,6,12.66666667,Graduate
0,1,0,0,19,7,13.92571429,7,13.92571429,Graduate
0,1,0,0,26,2,12,3,11,Dropout
0,1,0,0,18,7,13.44285714,8,13.74444444,Graduate
0,1,1,0,18,1,16,0,0,Dropout
0,1,1,0,20,6,13.125,6,13.2,Graduate
0,1,1,0,19,0,0,0,0,Dropout
0,0,1,0,32,5,11.4,4,11,Dropout
0,0,1,0,31,2,11,3,11.66666667,Dropout
0,1,1,0,25,1,11,1,10,Enrolled
0,1,0,0,21,5,13.66666667,5,13,Graduate
0,0,0,0,31,4,11.75,1,10,Dropout
0,1,0,0,34,1,10,1,13,Dropout
0,1,0,1,18,6,13.5,6,12.83333333,Graduate
1,1,0,0,19,0,0,0,0,Dropout
1,1,0,0,21,1,12,1,11,Enrolled
0,0,0,0,18,3,13,5,11.8,Dropout
0,1,0,0,20,6,14.83333333,6,16,Graduate
0,1,0,0,20,6,11.83333333,6,12.85714286,Graduate
0,1,0,1,18,5,12,5,12.33333333,Graduate
0,1,0,0,19,4,12.75,6,11.33333333,Graduate
0,1,0,0,19,0,0,4,14.75,Enrolled
0,1,0,1,30,0,0,1,10,Dropout
0,1,0,0,19,6,12,6,12.85714286,Graduate
0,1,0,0,19,7,11.67777778,8,13.8,Graduate
0,1,0,1,19,7,13.6,7,13.6,Graduate
0,1,0,0,19,6,16,6,15.875,Graduate
0,1,0,0,20,5,11.8,6,11.5,Graduate
1,1,1,0,25,0,0,2,14,Dropout
0,1,1,0,19,0,0,0,0,Dropout
1,1,0,1,34,6,16.14285714,6,16.2,Graduate
0,1,0,1,18,7,11.78571429,7,11.78571429,Graduate
0,1,0,1,18,8,13.42375,8,13.42375,Graduate
0,1,0,0,20,6,12.5,5,14.16666667,Graduate
0,1,0,1,20,7,12.46428571,7,12.46428571,Graduate
1,1,0,0,23,8,12.375,5,12.6,Enrolled
0,1,0,0,28,1,10,0,0,Dropout
0,1,0,0,18,5,12.6,6,12.42857143,Enrolled
0,1,0,0,19,5,12.6,4,12.4,Graduate
0,1,0,0,34,2,10,4,12,Dropout
0,1,0,0,35,0,0,0,0,Dropout
0,1,0,0,32,5,11.6,5,12.33333333,Graduate
0,1,0,0,19,6,12.16666667,6,13.5,Graduate
0,1,0,0,18,4,13.6,5,12.66666667,Graduate
0,0,0,0,35,4,12.5,5,11.8,Dropout
0,1,1,1,24,4,12.25,4,11.5,Enrolled
0,1,0,1,20,6,11.71428571,6,12.625,Graduate
0,1,1,1,18,6,13.5,6,13,Graduate
0,1,1,1,20,7,13.02428571,7,13.02428571,Graduate
0,0,1,0,18,0,0,0,0,Dropout
0,1,1,1,18,5,17.33333333,5,18.57142857,Graduate
0,1,1,1,20,4,11,4,11.5,Graduate
0,1,1,0,19,6,13.66666667,6,12.5,Dropout
0,1,1,1,20,6,11.375,5,13.8,Enrolled
0,1,1,0,19,6,12.83333333,6,11.83333333,Graduate
0,1,1,0,20,5,12.6,4,11.5,Graduate
0,1,1,0,22,6,14.33333333,7,13.77142857,Graduate
0,1,1,1,18,4,13.5,6,13.625,Enrolled
0,1,1,0,19,7,14.28571429,7,14.28571429,Graduate
0,1,1,0,22,3,11.75,2,10,Dropout
0,1,1,0,20,5,14.8,5,17.6,Graduate
1,0,1,0,34,0,0,0,0,Dropout
0,1,1,0,24,1,10,0,0,Dropout
0,1,1,0,26,0,0,0,0,Dropout
0,1,1,0,35,4,12.6,5,12.38,Dropout
0,1,1,0,22,5,12.42857143,5,11.8,Graduate
0,1,1,0,26,4,10,3,12,Enrolled
0,1,1,0,19,3,12.33333333,0,0,Dropout
0,0,1,0,19,0,0,0,0,Dropout
1,1,1,0,20,0,0,0,0,Graduate
1,1,1,0,21,10,12.1,8,13.33333333,Graduate
0,1,0,1,19,6,14.71428571,6,15,Graduate
0,1,0,0,18,6,12.66666667,6,12.83333333,Graduate
0,1,0,1,23,12,14.38461538,10,13.3,Graduate
0,1,0,1,18,5,13.4,5,12.2,Graduate
0,1,0,0,18,7,13.31428571,7,13.31428571,Graduate
0,1,0,0,19,7,11.98857143,7,11.98857143,Graduate
0,1,0,0,21,11,11.54545455,8,12.88888889,Graduate
0,1,0,1,18,6,16.46153846,6,13.875,Graduate
0,1,0,1,24,6,13.66666667,6,12.83333333,Graduate
0,1,0,0,18,7,12.65,8,13.41111111,Dropout
0,1,0,0,18,6,12.33333333,3,12,Enrolled
0,1,0,0,20,6,14.37,7,14.65,Graduate
0,1,0,0,19,3,12,4,11.75,Enrolled
0,0,0,1,18,3,12,3,10.66666667,Dropout
0,1,0,1,19,4,12,3,11,Dropout
0,1,0,0,19,5,12.6,5,11.2,Graduate
1,1,0,0,18,6,12.16666667,6,12.33333333,Graduate
0,1,0,0,20,6,13.5,6,14,Enrolled
0,1,0,1,18,8,13.76375,8,13.76375,Graduate
0,1,0,1,19,6,12.4,6,12.8,Graduate
0,1,0,0,18,4,10.66666667,2,12,Enrolled
0,1,0,0,18,6,14.33333333,6,14.33333333,Graduate
0,1,0,0,21,4,12.5,2,12.66666667,Enrolled
1,0,0,0,19,1,10,0,0,Dropout
0,1,0,0,21,7,14.69625,8,14.62222222,Graduate
0,1,0,0,18,4,11.5,3,13.75,Enrolled
0,1,0,1,18,7,12.85555556,8,13.9125,Graduate
0,1,0,0,18,7,13.7,8,13.99444444,Graduate
0,0,0,0,23,0,0,1,12,Dropout
0,1,0,0,20,3,11.2,4,12,Enrolled
0,1,0,0,18,7,13.28571429,8,13.33333333,Graduate
0,1,0,0,19,5,13,5,10.4,Enrolled
0,1,0,1,27,6,12.6,6,11.68571429,Enrolled
1,0,0,1,19,5,12.8,4,12,Enrolled
0,1,0,0,21,5,11.5,5,11,Dropout
0,1,0,1,19,7,11.4,7,11.4,Graduate
0,1,0,1,21,6,12.33333333,6,11.33333333,Graduate
0,1,0,0,18,5,12.8,4,12.2,Graduate
0,1,0,1,20,5,12,4,15,Graduate
0,1,0,1,18,5,13,5,13.5,Graduate
1,0,0,1,18,6,11.83333333,6,11,Dropout
0,1,0,0,18,6,14,6,13.33333333,Graduate
0,1,0,1,18,6,12.33333333,6,13.5,Graduate
0,1,0,1,19,5,13.04,7,12.5,Enrolled
1,0,0,0,23,11,13.16666667,8,13.33333333,Enrolled
0,1,0,1,24,6,12.5,6,12.83333333,Graduate
0,1,0,0,19,0,0,0,0,Graduate
0,1,0,0,18,7,15.65714286,7,15.65714286,Graduate
0,1,0,0,19,6,12.16666667,6,11.33333333,Graduate
0,1,0,0,19,0,0,0,0,Dropout
0,1,0,1,20,5,10.6,5,11.16666667,Enrolled
0,1,0,0,20,6,13.42857143,5,12.66666667,Enrolled
0,1,0,0,26,4,11.75,0,0,Dropout
1,0,1,0,36,0,0,0,0,Dropout
0,0,1,0,19,0,0,0,0,Dropout
0,0,1,0,27,0,0,0,0,Dropout
0,1,1,0,18,1,13,0,0,Dropout
0,1,1,1,18,7,13.33142857,7,13.33142857,Graduate
0,1,1,0,28,0,0,0,0,Dropout
0,1,1,0,21,0,0,0,0,Graduate
0,1,1,0,19,6,13.7,6,13.7,Graduate
1,0,1,0,26,0,0,0,0,Dropout
0,1,1,0,20,9,13.45454545,6,13.875,Dropout
0,1,1,0,19,7,12.2,7,12.2,Graduate
0,1,1,0,21,3,10,4,11,Dropout
0,1,1,1,23,5,13,6,12.85714286,Graduate
0,1,1,0,29,6,12,6,14,Graduate
0,1,1,0,20,7,15.02857143,7,15.02857143,Graduate
0,1,1,0,18,6,12,6,11.71428571,Graduate
0,1,1,0,19,5,12,5,12.4,Graduate
0,0,1,0,23,3,13.66666667,3,11.33333333,Dropout
0,1,1,0,21,0,0,0,0,Dropout
0,1,1,0,18,5,12,4,12.5,Enrolled
0,1,1,1,18,0,0,0,0,Graduate
1,0,1,0,21,1,14,0,0,Dropout
0,1,1,0,22,0,0,0,0,Dropout
0,1,1,0,21,7,12.375,5,12.58333333,Graduate
0,0,1,0,32,0,0,0,0,Dropout
0,1,1,0,27,18,11.42105263,13,11.07692308,Graduate
0,1,1,0,18,6,13.35,6,13.35,Graduate
0,1,1,1,24,6,15,2,16,Graduate
0,1,1,0,22,2,10.5,0,0,Dropout
0,0,1,0,22,0,0,0,0,Dropout
0,1,1,0,19,5,13.25,5,11.83333333,Graduate
0,1,1,0,19,0,0,0,0,Dropout
0,1,1,0,21,4,11.5,3,10.6,Enrolled
0,1,0,1,18,8,13.88125,8,13.88125,Graduate
0,1,0,0,18,6,11.33333333,5,12.6,Graduate
1,1,0,0,20,0,0,0,0,Dropout
0,1,0,0,19,6,12.85714286,6,13.66666667,Graduate
1,1,0,0,19,5,11.6,6,12.5,Graduate
0,1,0,1,18,5,11.4,6,11.33333333,Graduate
0,1,0,0,20,6,13.33333333,6,13,Enrolled
1,1,0,1,22,7,13.57142857,9,13.77777778,Graduate
0,1,0,0,31,6,11.83333333,7,12.22857143,Graduate
0,1,0,1,19,7,14.42857143,7,14.14285714,Graduate
0,1,0,0,18,0,0,0,0,Enrolled
0,1,0,1,18,6,12.28571429,5,12.4,Graduate
0,1,0,0,21,5,14.4,5,13.8,Graduate
0,1,0,1,18,7,13.15,8,15.06875,Graduate
1,0,1,0,25,0,0,0,0,Dropout
1,1,1,0,21,0,0,0,0,Dropout
0,1,0,1,19,7,12.34285714,7,12.34285714,Graduate
0,1,0,0,19,5,12.2,5,10.8,Enrolled
0,1,0,0,22,4,10.5,1,11,Dropout
0,1,1,0,19,5,10.6,5,11.6,Graduate
0,1,0,0,58,0,0,0,0,Dropout
0,1,0,1,19,4,11.25,6,12,Graduate
0,1,1,0,23,6,10.5,10,11.7,Graduate
0,1,0,1,19,4,11,3,11.66666667,Enrolled
0,1,0,0,18,7,13.45714286,8,14.5125,Graduate
0,1,0,0,20,5,12.6,4,12.33333333,Graduate
0,0,0,0,18,0,0,0,0,Dropout
0,1,0,0,18,6,13.66666667,5,13.6,Graduate
1,1,0,1,18,5,11.6,5,11.8,Graduate
0,1,0,0,24,6,12.57142857,5,12.83333333,Dropout
0,1,0,0,18,5,11.8,5,11.4,Dropout
0,1,0,1,19,5,11.6,3,12.66666667,Enrolled
0,1,0,1,19,6,11.33333333,6,11.83333333,Graduate
0,1,0,0,18,6,10.66666667,6,11.5,Graduate
0,1,0,0,18,4,13.5,5,13.4,Enrolled
0,1,0,1,19,0,0,0,0,Graduate
0,1,0,0,22,6,13.33333333,4,11.5,Graduate
0,1,0,0,19,5,13.4,2,13.5,Enrolled
0,1,0,1,21,3,10.2,4,12.25,Enrolled
0,1,0,1,21,5,13,6,12.83333333,Graduate
0,1,0,1,18,7,12.90857143,7,12.90857143,Graduate
0,1,0,0,20,4,12,1,10,Dropout
0,1,0,1,18,6,10.83333333,5,11,Enrolled
0,1,0,0,19,6,15.33333333,6,15.83333333,Graduate
0,1,0,1,18,6,12.81666667,6,12.875,Enrolled
1,0,1,0,26,6,13,2,14,Dropout
1,1,0,0,19,2,13.5,2,11,Enrolled
0,1,0,0,35,6,12.5,6,12.16666667,Graduate
0,1,0,1,19,6,13,6,14.33333333,Graduate
0,1,1,0,18,4,11.75,5,12.57142857,Graduate
0,1,1,0,19,4,12.5,4,14.25,Graduate
0,1,1,0,25,17,11.61111111,17,12.05555556,Graduate
0,1,1,0,18,6,14,6,14.66666667,Graduate
1,0,1,0,26,0,0,0,0,Dropout
0,1,1,0,34,5,13.8,5,13.83333333,Graduate
0,0,1,0,18,0,0,0,0,Dropout
0,0,1,0,18,0,0,0,0,Dropout
0,1,1,1,18,4,12.25,3,12.33333333,Dropout
0,1,1,0,20,3,11.5,3,13.66666667,Dropout
0,1,1,0,25,6,12.57142857,9,12.55555556,Graduate
0,1,1,0,18,6,12,5,12.16666667,Dropout
0,1,1,0,19,11,12,12,12.30769231,Graduate
0,1,1,0,20,0,0,0,0,Dropout
0,1,1,1,20,6,12,6,11.16666667,Graduate
0,1,1,0,20,4,11.6,4,12.25,Enrolled
0,1,1,1,19,0,0,0,0,Dropout
0,1,1,0,20,5,12,4,13,Enrolled
0,1,1,0,18,6,13.97666667,6,12.04166667,Enrolled
0,1,1,0,19,4,12.5,1,10,Enrolled
0,0,1,0,20,0,0,0,0,Dropout
0,1,1,0,24,4,10.5,4,12.5,Dropout
0,1,1,0,20,5,12.85714286,6,12.3,Graduate
0,1,1,0,19,3,11.66666667,4,12,Enrolled
0,1,1,0,23,2,13,1,10,Dropout
0,1,1,0,20,6,11.83333333,5,10.4,Enrolled
0,1,1,0,21,11,12.45454545,8,12.75,Graduate
0,1,1,0,20,3,11,0,0,Dropout
0,1,1,0,21,4,13.2,4,14.25,Enrolled
0,1,1,1,18,6,15.5,6,14.16666667,Graduate
0,1,1,0,18,6,12.33333333,6,13.66666667,Graduate
0,1,1,0,18,5,12,4,11.4,Enrolled
0,1,1,0,20,4,11.6,5,11.5,Enrolled
0,1,1,1,18,6,11.33333333,6,12.28571429,Graduate
0,1,1,0,19,0,0,0,0,Dropout
0,1,1,0,20,4,12,2,12.5,Enrolled
0,1,1,0,19,4,12,5,12.6,Graduate
1,1,1,0,33,2,12.5,2,11.5,Dropout
0,1,1,0,21,12,13.66666667,11,13,Graduate
1,0,1,0,25,2,14.5,0,0,Dropout
0,1,1,1,20,4,13.2,0,0,Dropout
0,1,1,1,22,5,12.16666667,5,14.8,Dropout
0,1,0,0,39,4,11.25,6,11.33333333,Graduate
0,1,1,1,21,6,15.16666667,6,14.42857143,Graduate
0,1,0,1,19,6,11.16666667,4,13.4,Graduate
0,1,0,1,26,6,10.98333333,6,10.98333333,Graduate
0,1,0,1,19,4,10.75,5,11.5,Graduate
0,0,0,1,20,11,13.38461538,7,14.28571429,Graduate
0,1,0,1,25,6,11.28571429,5,12.2,Enrolled
0,1,1,0,24,0,0,0,0,Dropout
0,1,1,0,20,4,13,5,14.83333333,Graduate
0,1,1,0,29,6,16.11111111,6,13.5,Graduate
0,1,1,0,20,6,11.5,6,11,Graduate
0,1,1,0,20,4,10.75,2,10.5,Dropout
0,1,1,1,24,4,11.6,5,13,Graduate
1,1,1,0,24,0,0,0,0,Dropout
0,1,1,0,23,5,13.8,5,14.14285714,Graduate
0,1,1,0,20,7,13.58571429,8,14.6875,Graduate
0,1,1,0,19,6,13.85714286,5,13,Graduate
0,1,1,0,28,5,12,6,12.33333333,Enrolled
0,1,1,1,20,6,13.44444444,5,12.6,Graduate
0,1,1,0,18,6,14,6,13.85714286,Graduate
1,1,1,0,20,1,12,0,0,Dropout
0,1,1,0,33,5,14.2,5,13.83333333,Graduate
0,1,0,0,35,5,13.34,5,10.84,Enrolled
0,1,0,0,27,7,12.45714286,7,12.45714286,Enrolled
0,0,0,0,19,3,11,3,12,Dropout
0,1,0,1,31,4,10.5,4,10.5,Enrolled
0,1,1,0,19,0,0,0,0,Graduate
0,1,1,0,22,13,14,12,13,Graduate
0,1,0,0,39,0,0,0,0,Dropout
0,0,1,0,22,0,0,0,0,Dropout
0,1,1,0,47,4,10,4,12.5,Enrolled
0,1,1,1,19,0,0,0,0,Graduate
0,1,0,0,19,6,13.5,6,14.33333333,Graduate
0,1,0,0,19,0,0,0,0,Dropout
0,1,0,1,21,17,13.38888889,17,14.88888889,Graduate
0,0,0,0,39,0,0,0,0,Dropout
0,1,1,0,19,12,13.58333333,11,13.58333333,Graduate
0,1,1,1,20,0,0,0,0,Enrolled
1,0,1,0,24,0,0,0,0,Dropout
0,1,1,0,27,1,10,0,0,Dropout
0,1,1,0,29,5,15.2,5,15.2,Graduate
0,1,1,0,20,4,12.8,0,0,Dropout
